LABID,Genetic_ID,SEX,species,Latitude,Longitude,Chiv_2002_strata,Chiv2002_Strata Symbol,Strata_final,Strata_fine scale,Crossman_strata,AK_STRATA_1,AK_STRATA_2,AK_STRATA_3,Wcoast1,Wcoast2,Wcoast3,Wcoast4,Wcoast4_num,AK1_USwest,AK2_USwest,AK3_USwest,AK3_Wcoast3,AK3_Wcoast4,Num_AK3_WC4,AK3_WC4_num,Geog_sort,Crossman1,Crossman2,sample_Notes,PM_strata_notes,Haplotypes
40234,40234,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR01
9485,9485,M,Ppho,48.333333,-124.683333,,,,,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR03
715,715,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR02
716,716,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR17
717,717,M,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR38
718,718,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR02
719,719,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR02
720,720,M,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR12
721,721,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR02
722,722,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,
723,723,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR01
724,724,M,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,
1063,1063,M,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR03
1064,1064,M,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR11
1065,1065,M,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR01
1351,1351,M,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR01
1356,1356,F,Ppho,48.25,-124.7,Spike Rock,SR,4,6,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR01
9483,9483,F,Ppho,48.233333,-124.716666,,,,,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR02
9484,9484,F,Ppho,48.233333,-124.716666,,,,,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR02
9475,9475,M,Ppho,48.366666,-124.733333,,,,,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR41
9482,9482,M,Ppho,48.366666,-124.733333,,,,,,,,,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,Spike_Rock,29_Spike_Rock,29_Spike_Rock,19,,,,,CR04
61987,61987,F,Ppho,46.9728,-123.8068,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR04
9488,9488,M,Ppho,46.183333,-123.816666,Columbia R.,SCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
7072,7072,M,Ppho,46.016666,-123.9,Columbia R.,SCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR03
13347,13347,F,Ppho,45.5,-123.9,Oregon,SCR,3,4,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR03
9520,9520,M,Ppho,46,-123.916666,Columbia R.,SCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
13345,13345,F,Ppho,45.966666,-123.933333,Oregon,SCR,3,4,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
13348,13348,M,Ppho,45.866666,-123.95,Oregon,SCR,3,4,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
45474,45474,M,Ppho,45.833333,-123.95,Columbia R.,SCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
1353,1353,F,Ppho,46.716666,-123.966666,Columbia R.,NCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR15
9509,9509,M,Ppho,45.833333,-123.983333,Columbia R.,SCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR10
34551,34551,M,Ppho,46.35,-124.05,Columbia R.,NCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR02
1068,1068,M,Ppho,46.45,-124.066666,Columbia R.,NCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR02
9510,9510,M,Ppho,46.666666,-124.083333,Columbia R.,NCR,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR43
146195,146195,M,Ppho,46.7894,-124.1002,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR17
false_6,AHC0903252,,Ppho,46.811,-124.102,,,,,Outside/North,,,,Outside/North,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,ORWA_Coast,ORWA_Coast,,,CR01
123914,123914,M,Ppho,46.95,-124.116666,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
146203,146203,F,Ppho,46.858,-124.117,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
146201,146201,F,Ppho,46.889,-124.128,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR04
133278,133278,F,Ppho,46.883333,-124.133333,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,
7066,7066,F,Ppho,47,-124.166666,Columbia R.,CWA,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR37
37632,37632,M,Ppho,47.05,-124.166666,Columbia R.,CWA,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR02
133266,133266,F,Ppho,46.933333,-124.166666,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
146199,146199,M,Ppho,47.0067,-124.1746,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
false_3,AHC06-3276,,Ppho,46.928,-124.175,,,,,Outside/North,,,,Outside/North,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,ORWA_Coast,ORWA_Coast,,,CR12
146207,146207,M,Ppho,47.0869,-124.1788,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
146189,146189,M,Ppho,47.1093,-124.1826,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
146206,146206,M,Ppho,47.175,-124.1971,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
133270,133270,M,Ppho,47.233333,-124.216666,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
146213,146213,M,Ppho,47.3031,-124.263,,,,,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR04
9477,9477,M,Ppho,47.216666,-124.3,Columbia R.,CWA,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR19
45408,45408,F,Ppho,47.633333,-124.566666,Columbia R.,CWA,4,5,,,,,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,ORWA_Coast,30_ORWA_Coast,30_ORWA_Coast,20,,,,,CR01
5102,5102,M,Ppho,41.5,-124.083333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,CR34
5041,5041,M,Ppho,40.983333,-124.116666,,,,,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,
17825,17825,U,Ppho,40.916666,-124.116666,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,
17837,17837,M,Ppho,41,-124.116666,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA,,CR01
5103,5103,M,Ppho,41.05,-124.133333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,CR03
17835,17835,M,Ppho,41.016666,-124.133333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,
17840,17840,U,Ppho,40.933333,-124.133333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,
3753,3753,M,Ppho,41.716666,-124.15,,,,,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,
17842,17842,U,Ppho,40.866666,-124.15,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,CR02
17846,17846,F,Ppho,40.866666,-124.15,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA,,CR02
17850,17850,F,Ppho,41,-124.15,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,CR01
3751,3751,M,Ppho,40.8,-124.166666,,,,,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,
3752,3752,M,Ppho,40.833333,-124.166666,,,,,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,
16593,16593,M,Ppho,40.916666,-124.166666,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,CR13
17832,17832,M,Ppho,40.816666,-124.183333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,
17834,17834,F,Ppho,40.816666,-124.183333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,CR18
17843,17843,U,Ppho,40.816666,-124.183333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA,,CR01
17848,17848,F,Ppho,40.816666,-124.183333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA,,CR31
17822,17822,F,Ppho,40.75,-124.2,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,CR07
17823,17823,U,Ppho,40.75,-124.2,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA,,CR15
17830,17830,U,Ppho,40.75,-124.2,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA,,CR01
24821,24821,M,Ppho,41.75,-124.2,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,"lat/lon=CA, but source = AK",,CR01
17845,17845,F,Ppho,40.683333,-124.233333,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,
17836,17836,F,Ppho,42,-124.25,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,Tooth/dry muscle DNA; OK concentration,,CR01
4810,4810,F,Ppho,40.166666,-124.266666,N. Calif.,NCA,3,3,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,CR01
113538,113538,M,Ppho,42.044002,-124.268296,,,,,,,,,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,NoCal,NoCal,NoCal,NoCal,NoCal_OR,31_NoCal_OR,31_NoCal_OR,21,,,,,CR01
9184,9184,F,Ppho,44.95,-124,,,,,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR11
45468,45468,M,Ppho,44.95,-124.016666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR10
45470,45470,M,Ppho,44.95,-124.016666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR03
9515,9515,M,Ppho,44.633333,-124.05,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
9517,9517,M,Ppho,44.666666,-124.05,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
9814,9814,M,Ppho,44.633333,-124.05,Oregon,OR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
1360,1360,M,Ppho,44.633333,-124.066666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
9516,9516,F,Ppho,44.416666,-124.066666,,,,,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,
23304,23304,F,Ppho,44.416666,-124.066666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR10
45467,45467,M,Ppho,44.416666,-124.066666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR23
45469,45469,M,Ppho,44.416666,-124.066666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
1359,1359,F,Ppho,44.433333,-124.083333,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
15111,15111,F,Ppho,43.85,-124.133333,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR15
1357,1357,F,Ppho,44,-124.166666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR18
3852,3852,F,Ppho,44,-124.166666,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR15
15109,15109,F,Ppho,43.75,-124.183333,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
1355,1355,F,Ppho,43.666666,-124.2,Oregon,SOR,3,4,,,,,OR,OR,OR,NoCal_OR,32_NoCal_OR,OR,OR,OR,OR,NoCal_OR,32_NoCal_OR,32_NoCal_OR,22,,,,,CR01
